id,lane,status,category,subject,path,line,risk,loc,bytes,evidence,proof,expected
NUM-018,Numbers,UNPROVEN,ui-geometry,ui-geometry at app/labs/theme-workshop.tsx:297,app/labs/theme-workshop.tsx,297,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-036,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at lib/theme-workshop.ts:169,lib/theme-workshop.ts,169,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-040,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at lib/theme-workshop.ts:285,lib/theme-workshop.ts,285,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-044,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at lib/theme-workshop.ts:307,lib/theme-workshop.ts,307,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-046,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at lib/theme-workshop.ts:320,lib/theme-workshop.ts,320,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-050,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at lib/theme-workshop.ts:375,lib/theme-workshop.ts,375,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-051,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at lib/theme-workshop.ts:377,lib/theme-workshop.ts,377,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-067,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:101,registry/elements/larson-scanner/larson-scanner.tsx,101,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-068,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:105,registry/elements/larson-scanner/larson-scanner.tsx,105,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-070,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:109,registry/elements/larson-scanner/larson-scanner.tsx,109,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-073,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:110,registry/elements/larson-scanner/larson-scanner.tsx,110,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-076,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:120,registry/elements/larson-scanner/larson-scanner.tsx,120,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-077,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:121,registry/elements/larson-scanner/larson-scanner.tsx,121,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-078,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:122,registry/elements/larson-scanner/larson-scanner.tsx,122,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-081,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:123,registry/elements/larson-scanner/larson-scanner.tsx,123,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-084,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:135,registry/elements/larson-scanner/larson-scanner.tsx,135,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-085,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:137,registry/elements/larson-scanner/larson-scanner.tsx,137,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-087,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:138,registry/elements/larson-scanner/larson-scanner.tsx,138,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-089,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:140,registry/elements/larson-scanner/larson-scanner.tsx,140,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-090,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:143,registry/elements/larson-scanner/larson-scanner.tsx,143,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-091,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:145,registry/elements/larson-scanner/larson-scanner.tsx,145,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-094,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:150,registry/elements/larson-scanner/larson-scanner.tsx,150,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-097,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:151,registry/elements/larson-scanner/larson-scanner.tsx,151,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-100,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:162,registry/elements/larson-scanner/larson-scanner.tsx,162,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-101,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:177,registry/elements/larson-scanner/larson-scanner.tsx,177,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-103,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:183,registry/elements/larson-scanner/larson-scanner.tsx,183,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-105,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:184,registry/elements/larson-scanner/larson-scanner.tsx,184,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-108,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:204,registry/elements/larson-scanner/larson-scanner.tsx,204,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-109,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:205,registry/elements/larson-scanner/larson-scanner.tsx,205,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-110,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:206,registry/elements/larson-scanner/larson-scanner.tsx,206,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-111,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:217,registry/elements/larson-scanner/larson-scanner.tsx,217,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-114,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:219,registry/elements/larson-scanner/larson-scanner.tsx,219,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-117,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:243,registry/elements/larson-scanner/larson-scanner.tsx,243,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-118,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:248,registry/elements/larson-scanner/larson-scanner.tsx,248,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-119,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:262,registry/elements/larson-scanner/larson-scanner.tsx,262,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-121,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:268,registry/elements/larson-scanner/larson-scanner.tsx,268,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-124,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:289,registry/elements/larson-scanner/larson-scanner.tsx,289,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-125,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:321,registry/elements/larson-scanner/larson-scanner.tsx,321,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-126,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:347,registry/elements/larson-scanner/larson-scanner.tsx,347,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-127,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:347,registry/elements/larson-scanner/larson-scanner.tsx,347,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-128,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:348,registry/elements/larson-scanner/larson-scanner.tsx,348,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-129,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:348,registry/elements/larson-scanner/larson-scanner.tsx,348,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-130,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:349,registry/elements/larson-scanner/larson-scanner.tsx,349,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-131,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:350,registry/elements/larson-scanner/larson-scanner.tsx,350,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-132,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:350,registry/elements/larson-scanner/larson-scanner.tsx,350,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-133,Numbers,UNPROVEN,ui-geometry,ui-geometry at registry/elements/larson-scanner/larson-scanner.tsx:351,registry/elements/larson-scanner/larson-scanner.tsx,351,low,0,0,A geometry-related value participates in rendered layout or motion.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-134,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:351,registry/elements/larson-scanner/larson-scanner.tsx,351,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-135,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:369,registry/elements/larson-scanner/larson-scanner.tsx,369,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-142,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:404,registry/elements/larson-scanner/larson-scanner.tsx,404,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-144,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:407,registry/elements/larson-scanner/larson-scanner.tsx,407,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-145,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:437,registry/elements/larson-scanner/larson-scanner.tsx,437,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-146,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:438,registry/elements/larson-scanner/larson-scanner.tsx,438,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-148,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:450,registry/elements/larson-scanner/larson-scanner.tsx,450,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-054,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:57,registry/elements/larson-scanner/larson-scanner.tsx,57,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-149,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:573,registry/elements/larson-scanner/larson-scanner.tsx,573,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-056,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:71,registry/elements/larson-scanner/larson-scanner.tsx,71,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-057,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:72,registry/elements/larson-scanner/larson-scanner.tsx,72,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-065,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at registry/elements/larson-scanner/larson-scanner.tsx:97,registry/elements/larson-scanner/larson-scanner.tsx,97,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-161,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at scripts/verify-os.mjs:28,scripts/verify-os.mjs,28,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
NUM-162,Numbers,UNPROVEN,range-sensitive-math,range-sensitive-math at scripts/verify-os.mjs:41,scripts/verify-os.mjs,41,low,0,0,Rounding or range-sensitive math participates in a numeric island.,Syntax discovery only; numeric range or behavioral proof is required.,
ROT-173,Rot,REVIEW,unused-export,DemoPage from app/demo/page.tsx,app/demo/page.tsx,15,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-174,Rot,REVIEW,unused-export,ElementsPage from app/elements/page.tsx,app/elements/page.tsx,15,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-175,Rot,REVIEW,unused-export,JadeComparePage from app/kit/jade/compare/page.tsx,app/kit/jade/compare/page.tsx,11,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-176,Rot,REVIEW,unused-export,JadePage from app/kit/jade/page.tsx,app/kit/jade/page.tsx,15,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-177,Rot,REVIEW,unused-export,OsKitPage from app/kit/os/page.tsx,app/kit/os/page.tsx,15,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-178,Rot,REVIEW,unused-export,KitPage from app/kit/page.tsx,app/kit/page.tsx,14,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-179,Rot,REVIEW,unused-export,ShadowPage from app/kit/shadow/page.tsx,app/kit/shadow/page.tsx,11,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-180,Rot,REVIEW,unused-export,LabsPage from app/labs/page.tsx,app/labs/page.tsx,13,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-001,Rot,REVIEW,orphan-file,app/labs/theme-workshop.tsx,app/labs/theme-workshop.tsx,,medium,330,20596,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: app/labs/theme-workshop, app/labs/theme-workshop.tsx, theme-workshop, theme-workshop.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-181,Rot,REVIEW,unused-export,RootLayout from app/layout.tsx,app/layout.tsx,29,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-182,Rot,REVIEW,unused-export,PreviewPage from app/preview/page.tsx,app/preview/page.tsx,18,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-183,Rot,REVIEW,unused-export,ProjectsPage from app/projects/page.tsx,app/projects/page.tsx,10,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-184,Rot,REVIEW,unused-export,QualityPage from app/quality/page.tsx,app/quality/page.tsx,10,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-185,Rot,REVIEW,unused-export,StudioPage from app/studio/page.tsx,app/studio/page.tsx,13,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-186,Rot,REVIEW,unused-export,TemplatesPage from app/templates/page.tsx,app/templates/page.tsx,12,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-187,Rot,REVIEW,unused-export,CopyCommand from components/copy-command.tsx,components/copy-command.tsx,12,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-003,Rot,REVIEW,orphan-file,components/project-canvas.tsx,components/project-canvas.tsx,,medium,64,3311,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: components/project-canvas, components/project-canvas.tsx, project-canvas, project-canvas.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-004,Rot,REVIEW,orphan-file,components/site-footer.tsx,components/site-footer.tsx,,medium,8,215,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: components/site-footer, site-footer.",Not proven against a green baseline in a disposable copy.,
ROT-005,Rot,REVIEW,orphan-file,components/site-header.tsx,components/site-header.tsx,,medium,199,9006,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: components/site-header, components/site-header.tsx, site-header, site-header.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-006,Rot,REVIEW,orphan-file,components/studio-nav.tsx,components/studio-nav.tsx,,medium,25,593,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: components/studio-nav, studio-nav.",Not proven against a green baseline in a disposable copy.,
ROT-007,Rot,REVIEW,orphan-file,components/ui/badge.tsx,components/ui/badge.tsx,,medium,46,1496,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: badge, badge.tsx, components/ui/badge.",Not proven against a green baseline in a disposable copy.,
ROT-008,Rot,REVIEW,orphan-file,components/ui/button.tsx,components/ui/button.tsx,,medium,58,1867,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: button, button.tsx, components/ui/button, components/ui/button.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-009,Rot,REVIEW,orphan-file,components/ui/card.tsx,components/ui/card.tsx,,medium,103,2630,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: card, card.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-010,Rot,REVIEW,orphan-file,components/ui/dialog.tsx,components/ui/dialog.tsx,,medium,141,3873,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: components/ui/dialog, dialog, dialog.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-011,Rot,REVIEW,orphan-file,components/ui/input.tsx,components/ui/input.tsx,,medium,25,1394,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: components/ui/input, input, input.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-012,Rot,REVIEW,orphan-file,lib/project-studio.ts,lib/project-studio.ts,,medium,275,18728,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: lib/project-studio, lib/project-studio.ts, project-studio, project-studio.ts.",Not proven against a green baseline in a disposable copy.,
ROT-189,Rot,REVIEW,unused-export,defaultBriefs from lib/project-studio.ts,lib/project-studio.ts,131,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-188,Rot,REVIEW,unused-export,TemplateFamily from lib/project-studio.ts,lib/project-studio.ts,34,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-013,Rot,REVIEW,orphan-file,lib/shadow-system.ts,lib/shadow-system.ts,,medium,21,880,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: lib/shadow-system, shadow-system.",Not proven against a green baseline in a disposable copy.,
ROT-014,Rot,REVIEW,orphan-file,lib/studio-library.ts,lib/studio-library.ts,,medium,191,37500,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: lib/studio-library, lib/studio-library.ts, studio-library, studio-library.ts.",Not proven against a green baseline in a disposable copy.,
ROT-015,Rot,REVIEW,orphan-file,lib/theme-workshop.ts,lib/theme-workshop.ts,,medium,561,23748,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: lib/theme-workshop, lib/theme-workshop.ts, theme-workshop, theme-workshop.ts.",Not proven against a green baseline in a disposable copy.,
ROT-191,Rot,REVIEW,unused-export,contrastRatio from lib/theme-workshop.ts,lib/theme-workshop.ts,317,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-193,Rot,REVIEW,unused-export,workshopCssVars from lib/theme-workshop.ts,lib/theme-workshop.ts,496,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-192,Rot,REVIEW,unused-export,themeBases from lib/theme-workshop.ts,lib/theme-workshop.ts,55,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-190,Rot,REVIEW,unused-export,OklchColor from lib/theme-workshop.ts,lib/theme-workshop.ts,6,medium,0,0,No reference to the exported symbol was found outside its defining file.,Not proven against a green baseline in a disposable copy.,
ROT-016,Rot,REVIEW,orphan-file,lib/use-studio-projects.ts,lib/use-studio-projects.ts,,medium,145,4627,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: lib/use-studio-projects, use-studio-projects.",Not proven against a green baseline in a disposable copy.,
ROT-017,Rot,REVIEW,orphan-file,lib/utils.ts,lib/utils.ts,,medium,6,166,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: lib/utils, utils.",Not proven against a green baseline in a disposable copy.,
ROT-018,Rot,REVIEW,orphan-file,next-env.d.ts,next-env.d.ts,,medium,6,247,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: next-env.d, next-env.d.ts.",Not proven against a green baseline in a disposable copy.,
ROT-167,Rot,REVIEW,unused-dependency,@base-ui/react (dependencies),package.json,,medium,0,0,No static import or repository text reference was found.,Not proven against a green baseline in a disposable copy.,
ROT-168,Rot,REVIEW,unused-dependency,@types/node (devDependencies),package.json,,medium,0,0,No static import or repository text reference was found.,Not proven against a green baseline in a disposable copy.,
ROT-169,Rot,REVIEW,unused-dependency,@types/react (devDependencies),package.json,,medium,0,0,No static import or repository text reference was found.,Not proven against a green baseline in a disposable copy.,
ROT-170,Rot,REVIEW,unused-dependency,@types/react-dom (devDependencies),package.json,,medium,0,0,No static import or repository text reference was found.,Not proven against a green baseline in a disposable copy.,
ROT-171,Rot,REVIEW,unused-dependency,react-dom (dependencies),package.json,,medium,0,0,No static import or repository text reference was found.,Not proven against a green baseline in a disposable copy.,
ROT-172,Rot,REVIEW,unused-dependency,typescript (devDependencies),package.json,,medium,0,0,No static import or repository text reference was found.,Not proven against a green baseline in a disposable copy.,
ROT-019,Rot,REVIEW,orphan-file,registry/elements/larson-scanner/larson-scanner.tsx,registry/elements/larson-scanner/larson-scanner.tsx,,medium,601,27381,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: larson-scanner, larson-scanner.tsx, registry/elements/larson-scanner/larson-scanner, registry/elements/larson-scanner/larson-scanner.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-020,Rot,REVIEW,orphan-file,registry/os/patterns/command-bar.tsx,registry/os/patterns/command-bar.tsx,,medium,50,3250,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: command-bar, command-bar.tsx, registry/os/patterns/command-bar, registry/os/patterns/command-bar.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-021,Rot,REVIEW,orphan-file,registry/os/patterns/desktop-shell.tsx,registry/os/patterns/desktop-shell.tsx,,medium,27,1306,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: desktop-shell, desktop-shell.tsx, registry/os/patterns/desktop-shell, registry/os/patterns/desktop-shell.tsx.",Not proven against a green baseline in a disposable copy.,
ROT-022,Rot,REVIEW,orphan-file,registry/os/patterns/dock.tsx,registry/os/patterns/dock.tsx,,medium,42,1869,"No resolved static inbound import was found. The file is not a detected package or conventional entry point. Repository text contains possible references: dock, dock.tsx, registry/os/patterns/dock, registry/os/patterns/dock.tsx.",Not proven against a green baseline in a disposable copy.,
